id,brand,model,category,price,cpu,cpu_cores,ram,gpu,gpu_vram,dedicated_gpu,cuda_support,weight,screen_size,screen_resolution,screen_quality_score
648,HP,HP Notebook,Notebook,346.0,Intel Core i3 6006U 2GHz,2,6,AMD Radeon R5 M430,0,False,False,2.04,15.6,1920x1080,0.6
649,MSI,MSI Gaming,Gaming,954.4,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.7,17.3,1920x1080,0.6
650,Toshiba,Toshiba Notebook,Notebook,319.68,Intel Core i3 6100U 2.1GHz,2,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
651,HP,HP Notebook,Notebook,478.24,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon 530,4,True,False,2.1,15.6,1920x1080,0.6
652,Toshiba,Toshiba Notebook,Notebook,807.55,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.0,15.6,1920x1080,0.6
653,Acer,Acer Notebook,Notebook,264.47,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
654,Microsoft,Microsoft Ultrabook,Ultrabook,1199.02,Intel Core i7 7600U 2.8GHz,8,8,Intel Iris Plus Graphics 640,0,False,False,1.25,13.5,2256x1504,0.4
655,Lenovo,Lenovo Notebook,Notebook,525.06,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon R5 M430,0,False,False,1.9,15.6,1920x1080,0.6
656,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,663.75,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.3,13.3,1920x1080,0.6
657,Lenovo,Lenovo Notebook,Notebook,224.03,AMD E-Series E2-9000 2.2GHz,2,4,AMD Radeon R2 Graphics,0,False,False,2.2,35.6,1366x768,0.4
658,HP,HP 2 in 1 Convertible,2 in 1 Convertible,448.71,Intel Core i3 7100U 2.4GHz,2,4,Nvidia GeForce 940MX,4,True,True,1.63,14.0,1920x1080,0.6
659,MSI,MSI Gaming,Gaming,830.65,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
660,Asus,Asus Ultrabook,Ultrabook,728.59,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.1,14.0,1920x1080,0.6
661,HP,HP 2 in 1 Convertible,2 in 1 Convertible,317.75,Intel Celeron Dual Core N3350 1.1GHz,2,8,Intel HD Graphics 500,0,False,False,1.4,11.6,1366x768,0.4
662,LG,LG Ultrabook,Ultrabook,1475.79,Intel Core i7 8550U 1.8GHz,8,8,Intel HD Graphics 620,0,False,False,1.09,15.6,1920x1080,0.6
663,Acer,Acer Gaming,Gaming,833.86,Intel Core i5 7300HQ 2.5GHz,4,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.5,15.6,1920x1080,0.6
664,MSI,MSI Gaming,Gaming,640.58,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
665,Asus,Asus Notebook,Notebook,268.97,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.86,15.6,1366x768,0.4
666,Dell,Dell Gaming,Gaming,1316.59,Intel Core i5 7300HQ 2.5GHz,4,16,Nvidia GeForce GTX 1060,4,True,True,3.21,15.6,1920x1080,0.6
667,HP,HP Notebook,Notebook,448.71,Intel Core i3 6006U 2GHz,2,4,AMD Radeon R5 520,0,False,False,2.5,17.3,1920x1080,0.6
668,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,962.25,Intel Core i7 8550U 1.8GHz,8,8,Intel UHD Graphics 620,0,False,False,1.19,13.3,1920x1080,0.6
669,Dell,Dell Gaming,Gaming,1806.22,Intel Core i7 7820HK 2.9GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,3.49,15.6,1920x1080,0.6
670,HP,HP Notebook,Notebook,393.25,Intel Core i5 7200U 2.5GHz,4,4,AMD Radeon 520,4,True,False,1.86,15.6,1366x768,0.4
671,Dell,Dell Notebook,Notebook,350.28,Intel Core i3 6006U 2GHz,2,4,AMD Radeon R5 M430,0,False,False,2.2,15.6,1366x768,0.4
672,HP,HP Notebook,Notebook,365.26,AMD A10-Series 9600P 2.4GHz,2,6,AMD Radeon R7 M440,0,False,False,2.65,17.3,1920x1080,0.6
673,Lenovo,Lenovo Notebook,Notebook,204.13,Intel Celeron Dual Core 3855U 1.6GHz,2,4,Intel HD Graphics 510,0,False,False,2.1,15.6,1366x768,0.4
674,Acer,Acer Notebook,Notebook,240.72,Intel Celeron Dual Core 3855U 1.6GHz,2,4,Intel HD Graphics 510,0,False,False,1.45,14.0,1366x768,0.4
675,Lenovo,Lenovo Notebook,Notebook,448.71,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.7,14.0,1920x1080,0.6
676,HP,HP Workstation,Workstation,1224.79,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M1200,4,True,True,3.14,17.3,1920x1080,0.6
677,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1662.59,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.42,14.0,2560x1440,0.8
678,Toshiba,Toshiba Notebook,Notebook,624.6,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.5,13.3,1920x1080,0.6
679,Acer,Acer Netbook,Netbook,172.68,Intel Celeron Dual Core N3050 1.6GHz,2,4,Intel HD Graphics,0,False,False,1.4,11.6,1366x768,0.4
680,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1122.73,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.38,14.0,1920x1080,0.6
681,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,429.45,Intel Core M M3-6Y30 0.9GHz,2,4,Intel HD Graphics 515,0,False,False,1.2,12.5,1920x1080,0.6
682,Toshiba,Toshiba Ultrabook,Ultrabook,1204.9,Intel Core i7 6500U 2.5GHz,8,16,Intel HD Graphics 520,0,False,False,1.36,13.3,1920x1080,0.6
683,Dell,Dell Gaming,Gaming,525.74,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.56,15.6,1920x1080,0.6
684,Lenovo,Lenovo Notebook,Notebook,256.13,AMD A9-Series 9420 2.9GHz,2,4,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
685,Lenovo,Lenovo Notebook,Notebook,275.39,AMD A12-Series 9720P 3.6GHz,2,8,AMD Radeon R7,0,False,False,2.2,15.6,1366x768,0.4
686,Lenovo,Lenovo Notebook,Notebook,398.93,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.1,15.6,1920x1080,0.6
687,Lenovo,Lenovo Notebook,Notebook,288.87,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.9,15.6,1366x768,0.4
688,Dell,Dell Notebook,Notebook,510.33,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.18,15.6,1920x1080,0.6
689,Acer,Acer 2 in 1 Convertible,2 in 1 Convertible,641.29,Intel Core i5 8250U 1.6GHz,4,1,Intel UHD Graphics 620,0,False,False,1.6,13.3,1920x1080,0.6
690,Lenovo,Lenovo Workstation,Workstation,1190.78,Intel Core i7 6500U 2.5GHz,8,16,Nvidia Quadro M520M,4,True,True,2.18,15.6,1920x1080,0.6
691,Lenovo,Lenovo Notebook,Notebook,764.54,Intel Core i5 6300HQ 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.8,14.0,1920x1080,0.6
692,HP,HP Notebook,Notebook,420.47,AMD A10-Series 9620P 2.5GHz,2,6,AMD Radeon 530,4,True,False,2.71,17.3,1920x1080,0.6
693,Lenovo,Lenovo Gaming,Gaming,801.77,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050 Ti,2,True,True,2.5,15.6,1920x1080,0.6
694,Dell,Dell Notebook,Notebook,699.06,Intel Core i5 7440HQ 2.8GHz,4,8,Nvidia GeForce 930MX,4,True,True,1.64,14.0,1920x1080,0.6
695,Dell,Dell Notebook,Notebook,466.04,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.98,15.6,1920x1080,0.6
696,Asus,Asus Notebook,Notebook,191.29,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.5,14.0,1920x1080,0.6
697,Dell,Dell Notebook,Notebook,915.81,Intel Core i5 7300U 2.6GHz,4,16,Intel HD Graphics 620,0,False,False,1.93,15.6,1920x1080,0.6
698,Lenovo,Lenovo Notebook,Notebook,550.18,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce 920MX,4,True,True,1.87,14.0,1920x1080,0.6
699,Dell,Dell Notebook,Notebook,756.83,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.9,15.6,1920x1080,0.6
700,Lenovo,Lenovo Notebook,Notebook,191.29,AMD A6-Series 7310 2GHz,2,4,AMD Radeon R4,0,False,False,2.19,15.6,1366x768,0.4
701,Mediacom,Mediacom Notebook,Notebook,170.11,Intel Atom Z8350 1.92GHz,2,4,Intel HD Graphics 400,0,False,False,1.4,14.0,1920x1200,0.6
702,HP,HP Notebook,Notebook,770.31,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 930MX,4,True,True,2.63,17.3,1920x1080,0.6
703,Lenovo,Lenovo Ultrabook,Ultrabook,1082.7,Intel Core i7 6500U 2.5GHz,8,64,Intel HD Graphics 520,0,False,False,1.17,14.0,2560x1440,0.8
704,HP,HP 2 in 1 Convertible,2 in 1 Convertible,537.04,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.58,13.3,1366x768,0.4
705,Lenovo,Lenovo Ultrabook,Ultrabook,962.25,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.32,14.0,1920x1080,0.6
706,Dell,Dell Gaming,Gaming,2349.07,Intel Core i7 7700HQ 2.8GHz,8,32,Nvidia GeForce GTX 1070,6,True,True,4.36,17.3,3840x2160,1.0
707,MSI,MSI Gaming,Gaming,865.63,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050 Ti,2,True,True,2.7,17.3,1920x1080,0.6
708,Lenovo,Lenovo Notebook,Notebook,314.48,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.9,15.6,1366x768,0.4
709,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,416.61,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,1.71,13.3,1920x1080,0.6
710,Dell,Dell Notebook,Notebook,378.43,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon R7 M445,0,False,False,2.32,15.6,1366x768,0.4
711,HP,HP Notebook,Notebook,313.9,AMD A9-Series 9420 3GHz,2,4,AMD Radeon 520,4,True,False,2.1,15.6,1920x1080,0.6
712,Acer,Acer Gaming,Gaming,1242.13,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,4.2,17.3,1920x1080,0.6
713,Dell,Dell Notebook,Notebook,416.61,Intel Core i5 7200U 2.5GHz,4,12,Intel HD Graphics 620,0,False,False,2.25,15.6,1366x768,0.4
714,HP,HP Notebook,Notebook,417.25,AMD A9-Series A9-9420 3GHz,2,6,AMD Radeon 520,4,True,False,2.1,15.6,1920x1080,0.6
715,Acer,Acer Notebook,Notebook,358.84,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.4,15.6,1366x768,0.4
716,Lenovo,Lenovo Notebook,Notebook,616.25,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.44,13.3,1920x1080,0.6
717,Lenovo,Lenovo Notebook,Notebook,500.06,Intel Core i7 7500U 2.7GHz,8,4,Intel HD Graphics 620,0,False,False,1.85,15.6,1920x1080,0.6
718,HP,HP Workstation,Workstation,1552.82,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia Quadro M2200,4,True,True,2.6,15.6,1920x1080,0.6
719,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,423.03,Intel Core i5 8250U 1.6GHz,4,8,Intel UHD Graphics 620,0,False,False,1.55,13.3,1920x1080,0.6
720,MSI,MSI Gaming,Gaming,1344.5,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,1.8,15.6,1920x1080,0.6
721,Acer,Acer Notebook,Notebook,263.7,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.4,15.6,1366x768,0.4
722,Dell,Dell Notebook,Notebook,774.81,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 940MX,4,True,True,2.0,15.6,1920x1080,0.6
723,Dell,Dell Notebook,Notebook,426.88,Intel Core i3 6006U 2GHz,2,8,Intel HD Graphics 520,0,False,False,2.0,15.6,1366x768,0.4
724,Toshiba,Toshiba Notebook,Notebook,985.36,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.25,14.0,1920x1080,0.6
725,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,641.29,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.7,14.0,1920x1080,0.6
726,Lenovo,Lenovo Workstation,Workstation,2117.72,Intel Core i7 7600U 2.8GHz,8,16,Nvidia Quadro M520M,4,True,True,2.5,15.6,3840x2160,1.0
727,Acer,Acer Notebook,Notebook,211.84,Intel Celeron Dual Core N3060 1.6GHz,2,2,Intel HD Graphics 400,0,False,False,1.68,14.0,1366x768,0.4
728,Samsung,Samsung Ultrabook,Ultrabook,1058.54,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,0.81,13.3,1920x1080,0.6
729,Dell,Dell Notebook,Notebook,723.27,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.6,14.0,1366x768,0.4
730,HP,HP Workstation,Workstation,2817.42,Intel Xeon E3-1535M v5 2.9GHz,2,16,Nvidia Quadro M2000M,4,True,True,3.0,17.3,1920x1080,0.6
731,Lenovo,Lenovo Netbook,Netbook,304.92,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.4,11.6,1366x768,0.4
732,HP,HP Notebook,Notebook,1219.66,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.84,15.6,1920x1080,0.6
733,Asus,Asus Notebook,Notebook,371.68,Intel Core i5 6300HQ 2.3GHz,4,4,Nvidia GeForce GTX 950M,4,True,True,2.45,15.6,1366x768,0.4
734,Asus,Asus Notebook,Notebook,545.57,Intel Core i7 7500U 2.7GHz,8,4,Intel HD Graphics 620,0,False,False,2.37,15.6,1366x768,0.4
735,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,769.67,Intel Core i5 6260U 1.8GHz,4,8,Intel HD Graphics 540,0,False,False,1.3,13.3,3200x1800,0.4
736,HP,HP Notebook,Notebook,705.48,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
737,HP,HP Workstation,Workstation,1002.05,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia Quadro M1000M,4,True,True,2.59,15.6,1920x1080,0.6
738,Dell,Dell Gaming,Gaming,1841.68,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.42,15.6,3840x2160,1.0
739,Acer,Acer Notebook,Notebook,384.51,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.1,15.6,1366x768,0.4
740,Lenovo,Lenovo Gaming,Gaming,672.74,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.5,15.6,1920x1080,0.6
741,Dell,Dell Ultrabook,Ultrabook,1193.34,Intel Core i7 7600U 2.8GHz,8,16,Intel HD Graphics 620,0,False,False,1.18,12.5,1920x1080,0.6
742,Google,Google Ultrabook,Ultrabook,1000.77,Intel Core i5 7Y57 1.2GHz,4,8,Intel HD Graphics 615,0,False,False,1.1,12.3,2400x1600,0.4
743,Asus,Asus Ultrabook,Ultrabook,724.74,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.2,13.3,3200x1800,0.4
744,Dell,Dell Notebook,Notebook,545.0,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.65,13.3,1366x768,0.4
745,Acer,Acer Notebook,Notebook,420.46,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.6,13.3,1366x768,0.4
746,Asus,Asus Notebook,Notebook,301.92,Intel Pentium Quad Core N4200 1.1GHz,2,4,Nvidia GeForce 920MX,4,True,True,2.8,17.3,1366x768,0.4
747,Dell,Dell Gaming,Gaming,705.48,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 960M,4,True,True,2.72,15.6,3840x2160,1.0
748,Samsung,Samsung Ultrabook,Ultrabook,1026.44,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.31,13.3,1920x1080,0.6
749,Acer,Acer Notebook,Notebook,191.29,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,2.1,15.6,1366x768,0.4
750,Dell,Dell Notebook,Notebook,758.29,Intel Core i7 7500U 2.7GHz,8,16,AMD Radeon R7 M445,0,False,False,2.3,15.6,1920x1080,0.6
751,Samsung,Samsung 2 in 1 Convertible,2 in 1 Convertible,1154.83,Intel Core i7 7500U 2.7GHz,8,16,AMD Radeon 540,4,True,False,1.71,15.0,1920x1080,0.6
752,Toshiba,Toshiba Notebook,Notebook,654.77,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.75,14.0,1366x768,0.4
753,Dell,Dell Gaming,Gaming,705.48,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.62,15.6,1920x1080,0.6
754,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,538.58,Intel Core i7 7500U 2.7GHz,8,12,Nvidia GeForce 940MX,4,True,True,2.3,15.6,1920x1080,0.6
755,Lenovo,Lenovo Notebook,Notebook,1521.37,Intel Core i7 6820HQ 2.7GHz,8,16,Nvidia Quadro M2000M,4,True,True,2.5,15.6,3840x2160,1.0
756,Acer,Acer Notebook,Notebook,408.27,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,1.8,14.0,1920x1080,0.6
757,Razer,Razer Gaming,Gaming,1860.95,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,1.95,14.0,1920x1080,0.6
758,Asus,Asus Notebook,Notebook,373.54,Intel Pentium Dual Core N4200 1.1GHz,2,8,Intel HD Graphics 505,0,False,False,2.0,15.6,1920x1080,0.6
759,Dell,Dell Gaming,Gaming,2303.75,Intel Core i7 7700HQ 2.8GHz,8,32,Nvidia GeForce GTX 1070M,6,True,True,4.42,17.3,1920x1080,0.6
760,Asus,Asus Gaming,Gaming,1508.53,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.3,17.3,1920x1080,0.6
761,Toshiba,Toshiba Ultrabook,Ultrabook,1132.36,Intel Core i7 6600U 2.6GHz,8,16,Nvidia GeForce 930M,4,True,True,1.47,14.0,1920x1080,0.6
762,Lenovo,Lenovo Notebook,Notebook,211.19,Intel Celeron Quad Core N3710 1.6GHz,2,8,Intel HD Graphics 405,0,False,False,2.2,15.6,1366x768,0.4
763,Lenovo,Lenovo Ultrabook,Ultrabook,1475.79,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.7,14.0,1920x1080,0.6
764,MSI,MSI Gaming,Gaming,1213.89,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,1.6,14.0,1920x1080,0.6
765,MSI,MSI Gaming,Gaming,699.06,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
766,Lenovo,Lenovo Gaming,Gaming,641.29,Intel Core i7 7700HQ 2.8GHz,8,4,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
767,Acer,Acer Gaming,Gaming,1475.79,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,4.2,17.3,1920x1080,0.6
768,Dell,Dell Gaming,Gaming,632.3,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.62,15.6,1920x1080,0.6
769,Asus,Asus Gaming,Gaming,859.54,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX1060,4,True,True,2.24,15.6,1920x1080,0.6
770,Vero,Vero Notebook,Notebook,130.25,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.22,14.0,1920x1080,0.6
771,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1264.6,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.37,13.3,1920x1080,0.6
772,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,615.61,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon R7 M460,0,False,False,2.08,15.6,1920x1080,0.6
773,Apple,Apple Ultrabook,Ultrabook,747.85,Intel Core M 1.2GHz,2,8,Intel HD Graphics 5300,0,False,False,0.92,12.0,2304x1440,0.4
774,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1495.69,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.42,14.0,2560x1440,0.8
775,Asus,Asus Notebook,Notebook,191.94,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.63,14.0,1366x768,0.4
776,Dell,Dell Notebook,Notebook,519.96,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.95,15.6,1366x768,0.4
777,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,865.96,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.38,13.9,1920x1080,0.6
778,Dell,Dell Notebook,Notebook,474.38,Intel Core i3 6006U 2GHz,2,8,AMD Radeon R5 M420X,0,False,False,2.0,15.6,1920x1080,0.6
779,HP,HP Workstation,Workstation,1325.52,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M2200,4,True,True,3.14,15.6,1920x1080,0.6
780,Asus,Asus Notebook,Notebook,705.48,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.37,15.6,1920x1080,0.6
781,Dell,Dell Ultrabook,Ultrabook,962.25,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.29,13.3,1920x1080,0.6
782,Dell,Dell Notebook,Notebook,1122.73,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.06,15.6,3840x2160,1.0
783,Dell,Dell Netbook,Netbook,477.59,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,1.63,11.6,1366x768,0.4
784,HP,HP Netbook,Netbook,891.64,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.26,12.5,1366x768,0.4
785,Toshiba,Toshiba Notebook,Notebook,500.7,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
786,HP,HP Notebook,Notebook,403.77,AMD A12-Series 9700P 2.5GHz,2,8,AMD Radeon R7 Graphics,0,False,False,2.04,15.6,1366x768,0.4
787,Dell,Dell Gaming,Gaming,1077.8,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.62,15.6,3840x2160,1.0
788,Lenovo,Lenovo Notebook,Notebook,390.93,Intel Core i5 7200U 2.5GHz,4,4,Nvidia GeForce 920M,4,True,True,2.4,15.6,1920x1080,0.6
789,HP,HP Gaming,Gaming,1122.73,Intel Core i7 7700HQ 2.8GHz,8,12,AMD Radeon RX 580,4,True,False,3.74,17.3,1920x1080,0.6
790,MSI,MSI Gaming,Gaming,1550.26,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,2.9,17.3,1920x1080,0.6
791,Samsung,Samsung Ultrabook,Ultrabook,962.25,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,0.81,13.3,1920x1080,0.6
792,Dell,Dell Notebook,Notebook,616.89,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce GT 940MX,4,True,True,1.98,15.6,1920x1080,0.6
793,Dell,Dell Notebook,Notebook,507.0,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon R5 M420,0,False,False,2.18,15.6,1920x1080,0.6
794,Lenovo,Lenovo Ultrabook,Ultrabook,1193.34,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.32,14.0,1920x1080,0.6
795,Razer,Razer Ultrabook,Ultrabook,1154.83,Intel Core i7 7500U 2.5GHz,8,16,Intel HD Graphics 620,0,False,False,1.29,12.5,3840x2160,1.0
796,HP,HP Netbook,Netbook,247.14,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.23,11.6,1366x768,0.4
797,Dell,Dell Gaming,Gaming,1608.04,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,4.36,17.3,1920x1080,0.6
798,Dell,Dell Notebook,Notebook,484.66,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.76,14.0,1366x768,0.4
799,Lenovo,Lenovo Notebook,Notebook,314.48,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
800,Toshiba,Toshiba Ultrabook,Ultrabook,699.7,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.25,14.0,1366x768,0.4
801,Lenovo,Lenovo Ultrabook,Ultrabook,1604.18,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.13,14.0,1920x1080,0.6
802,MSI,MSI Gaming,Gaming,769.67,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
803,Lenovo,Lenovo Ultrabook,Ultrabook,1203.61,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.13,14.0,1920x1080,0.6
804,Toshiba,Toshiba Notebook,Notebook,320.32,Intel Pentium Dual Core 4405U 2.1GHz,2,4,Intel HD Graphics 510,0,False,False,1.75,14.0,1366x768,0.4
805,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,871.74,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.1,13.3,1920x1080,0.6
806,Dell,Dell Notebook,Notebook,375.53,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.76,14.0,1366x768,0.4
